NAME_LOC,NAME_EN,TYPE,TYPECODE,SUBTYPE,LEVEL,LEVELCODE,POSTCODE,ADDRESS_LOC,ADDRESS_EN,CITY_LOC,CITY_EN,FOCAL_PERSON_LOC,FOCAL_PERSON_EN,TELEPHONE,EMAIL,WEBSITE,SOURCE_EN,SOURCE_LOC,LATITUDE,LONGITUDE,ISO3,COUNTRY,NATIONAL_SOCIETY,GOLOCALUNITID,NSLOCALUNITID,DATEOFUPDATE,VALIDATED,PUBLICVIEW
,Manakhah  Sub-Branch ,Administrative,1,Sub-Branch,Ward,3,,,,,Manakhah,,,(967) (1) 278130,info@yemenredcrescent.org,,Yemen Red Crescent Society,,15.066,43.65443,YEM,Yemen,Yemen Red Crescent Society,,,7-Feb-24,Yes,Yes
,Bani Al-Harith  Sub-Branch ,Administrative,1,Sub-Branch,Ward,3,,,,,Bani Alharith,,,(967) (1) 278131,info@yemenredcrescent.org,,Yemen Red Crescent Society,,15.426173,44.23,YEM,Yemen,Yemen Red Crescent Society,,,7-Feb-24,Yes,Yes
,Al-Turbah Sub-Branch ,Administrative,1,Sub-Branch,Ward,3,,,,,Al Turbah,,,(967) (1) 278132,info@yemenredcrescent.org,,Yemen Red Crescent Society,,13.2157,44.1273,YEM,Yemen,Yemen Red Crescent Society,,,7-Feb-24,Yes,Yes
,Mabian  Sub-Branch ,Administrative,1,Sub-Branch,Ward,3,,,,,Mabian,,,(967) (1) 278133,info@yemenredcrescent.org,,Yemen Red Crescent Society,,15.737726,43.557007,YEM,Yemen,Yemen Red Crescent Society,,,7-Feb-24,Yes,Yes
,Abs  Sub-Branch ,Administrative,1,Sub-Branch,Ward,3,,,,,Abs,,,(967) (1) 278134,info@yemenredcrescent.org,,Yemen Red Crescent Society,,16.01629,43.042994,YEM,Yemen,Yemen Red Crescent Society,,,7-Feb-24,Yes,Yes
Verenigingskantoor,Verenigingskantoor,Administrative,1,Head Office,Head Office,0,2593 HT,Anna van Saksenlaan 50,Anna van Saksenlaan 50,'S-GRAVENHAGE,'S-GRAVENHAGE,,,(31) (70) 4455666,info@redcross.nl,http://www.rodekruis.nl,The Netherlands Red Cross,The Netherlands Red Cross,52.0812206,4.3459609,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Amsterdam-Amstelland,District Amsterdam-Amstelland,Administrative,1,District Office,District,2,1011 LZ,Valkenburgerstraat 24,Valkenburgerstraat 24,AMSTERDAM,AMSTERDAM,,,(31) (70) 4455667,vrijwilligerswerkamsterdam@redcross.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.3702505,4.9080238,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Brabant-Noord,District Brabant-Noord,Administrative,1,District Office,District,2,5281 JL,Jan Kruijsenstraat 13,Jan Kruijsenstraat 13,BOXTEL,BOXTEL,,,(31) (70) 4455668,ssc.brabantnoord@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,51.5901895,5.3207074,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Brabant-Zuidoost,District Brabant-Zuidoost,Administrative,1,District Office,District,2,5613 DW,Willem van Konijnenburglaan 6,Willem van Konijnenburglaan 6,EINDHOVEN,EINDHOVEN,,,(31) (70) 4455669,info.brabantzuidoost@rodekruis.nl,http://www.rodekruis.nl/brabantzuidoost,The Netherlands Red Cross,The Netherlands Red Cross,51.438807,5.4952712,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Drenthe,District Drenthe,Administrative,1,District Office,District,2,9405 CD,Zendmastweg 15,Zendmastweg 15,ASSEN,ASSEN,,,(31) (70) 4455670,drenthe@rodekruis.nl,http://www.rodekruis.nl/drenthe,The Netherlands Red Cross,The Netherlands Red Cross,52.9953638,6.532671,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Flevoland,District Flevoland,Administrative,1,District Office,District,2,8223 EE,Wigstraat 15,Wigstraat 15,LELYSTAD,LELYSTAD,,,(31) (70) 4455671,ssc.flevoland@rodekruis.nl,http://www.rodekruis.nl/flevoland,The Netherlands Red Cross,The Netherlands Red Cross,52.5232967,5.4941024,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Fryslân,District Fryslân,Administrative,1,District Office,District,2,8912 AM,Celsiusweg 39,Celsiusweg 39,LEEUWARDEN,LEEUWARDEN,,,(31) (70) 4455672,evenementenhulpdistrictfriesland@rodekruis.nl,http://www.rodekruis.nl/fryslan,The Netherlands Red Cross,The Netherlands Red Cross,53.1962311,5.7618149,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Gelderland,District Gelderland,Administrative,1,District Office,District,2,7314 LD,Schuttersweg 41,Schuttersweg 41,APELDOORN,APELDOORN,,,(31) (70) 4455673,info.gelderland@rodekruis.nl,http://www.rodekruis.nl,The Netherlands Red Cross,The Netherlands Red Cross,52.2138568,5.9434509,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Groningen,District Groningen,Administrative,1,District Office,District,2,9743 AK,Atoomweg 2,Atoomweg 2,GRONINGEN,GRONINGEN,,,(31) (70) 4455674,helpdeskgroningen@rodekruis.nl,http://www.rodekruis.nl/groningen,The Netherlands Red Cross,The Netherlands Red Cross,53.2137108,6.5393727,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Haaglanden,District Haaglanden,Administrative,1,District Office,District,2,2544 ER,Zilverstraat 2,Zilverstraat 2,'S-GRAVENHAGE,'S-GRAVENHAGE,,,(31) (70) 4455675,evenementenhulp.haaglanden@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.0497759,4.2578303,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Hollands Midden,District Hollands Midden,Administrative,1,District Office,District,2,2324 BR,Apollolaan 1,Apollolaan 1,LEIDEN,LEIDEN,,,(31) (70) 4455676,evenementenhulp.hollandsmidden@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.1395043,4.4751851,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District IJsselland,District IJsselland,Administrative,1,District Office,District,2,7314 LD,Schuttersweg 41,Schuttersweg 41,APELDOORN,APELDOORN,,,(31) (70) 4455677,evenementenhulp.ijsselland@rodekruis.nl,https://rodekruis.nl/ijsselland,The Netherlands Red Cross,The Netherlands Red Cross,52.2138568,5.9434509,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Kennemerland,District Kennemerland,Administrative,1,District Office,District,2,2025 TK,P/A Vergierdeweg 52,P/A Vergierdeweg 52,HAARLEM,HAARLEM,,,(31) (70) 4455678,igerrits@redcross.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.4144633,4.6521705,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Midden- en West-Brabant,District Midden- en West-Brabant,Administrative,1,District Office,District,2,5015 TC,Centaurusweg 57,Centaurusweg 57,TILBURG,TILBURG,,,(31) (70) 4455679,secretariaat.districtmwb@rodekruis.nl,https://www.rodekruis.nl/midden-en-west-brabant/,The Netherlands Red Cross,The Netherlands Red Cross,51.5777965,5.1066236,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Noord- en Midden-Limburg,District Noord- en Midden-Limburg,Administrative,1,District Office,District,2,5802 CG,Leunseweg 53,Leunseweg 53,VENRAY,VENRAY,,,(31) (70) 4455680,ssc.nmlimburg@redcross.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,51.5166165,5.9806113,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Noord-Holland-Noord,District Noord-Holland-Noord,Administrative,1,District Office,District,2,1823 DL,Hertog Aalbrechtweg 10,Hertog Aalbrechtweg 10,ALKMAAR,ALKMAAR,,,(31) (70) 4455681,werving.nhn@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.6443919,4.7675018,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Rotterdam-Rijnmond,District Rotterdam-Rijnmond,Administrative,1,District Office,District,2,3012 JV,Mauritsweg 37,Mauritsweg 37,ROTTERDAM,ROTTERDAM,,,(31) (70) 4455682,rotterdam@redcross.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,51.9187026,4.4727266,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Twente,District Twente,Administrative,1,District Office,District,2,7314 LD,Schuttersweg 41,Schuttersweg 41,APELDOORN,APELDOORN,,,(31) (70) 4455683,evenementenhulp.twente@rodekruis.nl,http://www.rodekruis.nl/twente,The Netherlands Red Cross,The Netherlands Red Cross,52.2138568,5.9434509,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Utrecht,District Utrecht,Administrative,1,District Office,District,2,3582 GE,Koningsweg 2,Koningsweg 2,UTRECHT,UTRECHT,,,(31) (70) 4455684,ssc.districtutrecht@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.0780485,5.1334263,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Zeeland,District Zeeland,Administrative,1,District Office,District,2,4334 CN,Olmenhof 2,Olmenhof 2,MIDDELBURG,MIDDELBURG,,,(31) (70) 4455685,cbos@redcross.nl,https://www.rodekruis.nl/zeeland,The Netherlands Red Cross,The Netherlands Red Cross,51.500726,3.602155,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Zuid-Holland Zuid,District Zuid-Holland Zuid,Administrative,1,District Office,District,2,3319 EK,Dubbelsteynlaan West 43,Dubbelsteynlaan West 43,DORDRECHT,DORDRECHT,,,(31) (70) 4455686,frontoffice.districtzhz@redcross.nl,https://www.rodekruis.nl/zuid-holland-zuid/over-ons/dordrecht/,The Netherlands Red Cross,The Netherlands Red Cross,51.7937796,4.6954033,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
District Zuid-Limburg,District Zuid-Limburg,Administrative,1,District Office,District,2,6166 AM,Kinkenweg 13,Kinkenweg 13,GELEEN,GELEEN,,,(31) (70) 4455687,zuidlimburg@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,50.9690091,5.8370936,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Amersfoort-Eemland,Branch Amersfoort-Eemland,Administrative,1,Branch Office,Ward,3,3814 WE,Columbusweg 30,Columbusweg 30,AMERSFOORT,AMERSFOORT,,,(31) (70) 4455688,info.amersfoorteemland@rodekruis.nl,http://www.rodekruis.nl,The Netherlands Red Cross,The Netherlands Red Cross,52.1599371,5.4024587,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Amstelveen,Branch Amstelveen,Administrative,1,Branch Office,Ward,3,1185 DM,Van der Leeklaan 3,Van der Leeklaan 3,AMSTELVEEN,AMSTELVEEN,,,(31) (70) 4455689,info@rodekruisamstelveen.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.2968517,4.8555433,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Amsterdam,Branch Amsterdam,Administrative,1,Branch Office,Ward,3,1011 LZ,Valkenburgerstraat 24,Valkenburgerstraat 24,AMSTERDAM,AMSTERDAM,,,(31) (70) 4455690,ReceptieAmsterdam@redcross.nl,http://www.rodekruis.nl/amsterdam,The Netherlands Red Cross,The Netherlands Red Cross,52.3702505,4.9080238,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Aruba,Branch Aruba,Administrative,1,Branch Office,Ward,3,,Pedro Gallegostraat  14,Pedro Gallegostraat  14,Oranjestad,Oranjestad,,,(31) (70) 4455691,info@redcrossaruba.com,http://www.redcrossaruba.com,The Netherlands Red Cross,The Netherlands Red Cross,12.5096387,-70.0196733,ABW,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Baarn-Soest,Branch Baarn-Soest,Administrative,1,Branch Office,Ward,3,3741 AH,Burgemeester Penstraat 6,Burgemeester Penstraat 6,BAARN,BAARN,,,(31) (70) 4455692,evenementenhulp.baarnsoest@rodekruis.nl,http://www.rodekruis.nl,The Netherlands Red Cross,The Netherlands Red Cross,52.2127923,5.2932989,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Bocholtz-Simpelveld-Vaals,Branch Bocholtz-Simpelveld-Vaals,Administrative,1,Branch Office,Ward,3,6351 GG,Kerkstraat 13,Kerkstraat 13,BOCHOLTZ,BOCHOLTZ,,,(31) (70) 4455693,truus.timmers11@gmail.com,www.rodekruisbocholtzsimpelveldvaals.nl,The Netherlands Red Cross,The Netherlands Red Cross,50.8178299,6.0069085,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Brunssum e.o.,Branch Brunssum e.o.,Administrative,1,Branch Office,Ward,3,6442 AJ,De Insel 18,De Insel 18,BRUNSSUM,BRUNSSUM,,,(31) (70) 4455694,brunssum@rodekruis.nl,http://www.rodekruis.nl/brunssum,The Netherlands Red Cross,The Netherlands Red Cross,50.9493552,5.9822728,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Bunschoten-Spakenburg,Branch Bunschoten-Spakenburg,Administrative,1,Branch Office,Ward,3,3752 WV,Bikkersweg 3,Bikkersweg 3,BUNSCHOTEN-SPAKENBURG,BUNSCHOTEN-SPAKENBURG,,,(31) (70) 4455695,admin.nrkbunschoten@kpnmail.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.2434956,5.3723462,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling De Bilt,Branch De Bilt,Administrative,1,Branch Office,Ward,3,3732 BA,Sint Laurensweg 13,Sint Laurensweg 13,DE BILT,DE BILT,,,(31) (70) 4455696,ssc.districtutrecht@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.1122311,5.1860065,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Eijsden-Margraten,Branch Eijsden-Margraten,Administrative,1,Branch Office,Ward,3,6245 MH,Kerkweg 2,Kerkweg 2,EIJSDEN,EIJSDEN,,,(31) (70) 4455697,richonne2001@ziggo.nl,http://www.rodekruis.nl/eijsden-margraten,The Netherlands Red Cross,The Netherlands Red Cross,50.7773424,5.7077516,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Elburg en Oldebroek,Branch Elburg en Oldebroek,Administrative,1,Branch Office,Ward,3,8096 BB,Stouwdamsweg 2,Stouwdamsweg 2,OLDEBROEK,OLDEBROEK,,,(31) (70) 4455698,info.oldebroek@rodekruis.nl,https://afdeling.rodekruis.nl/gelderland/over-ons/elburg-en-oldebroek/,The Netherlands Red Cross,The Netherlands Red Cross,52.4465827,5.9065434,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Geleen e.o.,Branch Geleen e.o.,Administrative,1,Branch Office,Ward,3,6166 AM,Kinkenweg 13,Kinkenweg 13,GELEEN,GELEEN,,,(31) (70) 4455699,info.geleen@rodekruis.nl,http://rodekruis.nl/geleen,The Netherlands Red Cross,The Netherlands Red Cross,50.9690091,5.8370936,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Gooi en Vechtstreek,Branch Gooi en Vechtstreek,Administrative,1,Branch Office,Ward,3,1402 AT,Torenlaan 11,Torenlaan 11,BUSSUM,BUSSUM,,,(31) (70) 4455700,evenementengenv@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.270967,5.1649636,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Haaksbergen,Branch Haaksbergen,Administrative,1,Branch Office,Ward,3,7482 ZK,Adriaen Brouwerstraat 10,Adriaen Brouwerstraat 10,HAAKSBERGEN,HAAKSBERGEN,,,(31) (70) 4455701,secretaris.haaksbergen@rodekruis.nl,https://www.rodekruis.nl/twente/,The Netherlands Red Cross,The Netherlands Red Cross,52.1612477,6.7276769,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Heerlen e.o.,Branch Heerlen e.o.,Administrative,1,Branch Office,Ward,3,6412 PP,Maasstraat 10,Maasstraat 10,HEERLEN,HEERLEN,,,(31) (70) 4455702,secretarisheerlen@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,50.9028688,5.9620136,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Hellendoorn-Nijverdal,Branch Hellendoorn-Nijverdal,Administrative,1,Branch Office,Ward,3,7441 GZ,Piet Heinweg 16,Piet Heinweg 16,NIJVERDAL,NIJVERDAL,,,(31) (70) 4455703,hellendoornnijverdal@rodekruis.nl,http://www.rodekruis.nl/twente,The Netherlands Red Cross,The Netherlands Red Cross,52.367923,6.4483349,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Hengelo-Borne,Branch Hengelo-Borne,Administrative,1,Branch Office,Ward,3,7553 LC,Marnixstraat 1,Marnixstraat 1,HENGELO OV,HENGELO OV,,,(31) (70) 4455704,hengelo-borne@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.2529109,6.7997445,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling IJmond,Branch IJmond,Administrative,1,Branch Office,Ward,3,1981 AE,'s Gravenlust 35,'s Gravenlust 35,VELSEN-ZUID,VELSEN-ZUID,,,(31) (70) 4455705,secretaris.ijmond@rodekruis.nl,http://www.rodekruis.nl/ijmond,The Netherlands Red Cross,The Netherlands Red Cross,52.4597809,4.6507394,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Kerkrade,Branch Kerkrade,Administrative,1,Branch Office,Ward,3,6461 JK,Lambertistraat 10,Lambertistraat 10,KERKRADE,KERKRADE,,,(31) (70) 4455706,bestuur.kerkrade@rodekruis.nl,https://www.rodekruis.nl/kerkrade/,The Netherlands Red Cross,The Netherlands Red Cross,50.8638576,6.0755368,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Landgraaf,Branch Landgraaf,Administrative,1,Branch Office,Ward,3,6372 AC,Strijthagerweg 2,Strijthagerweg 2,LANDGRAAF,LANDGRAAF,,,(31) (70) 4455707,evenementenhulp.landgraaf@rodekruis.nl,http://www.rodekruislandgraaf.nl,The Netherlands Red Cross,The Netherlands Red Cross,50.884669,6.0179003,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Lekstroom,Branch Lekstroom,Administrative,1,Branch Office,Ward,3,3433 NN,Constructieweg 6,Constructieweg 6,NIEUWEGEIN,NIEUWEGEIN,,,(31) (70) 4455708,ssc.districtutrecht@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.0128036,5.1020972,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
"Afdeling Maastricht, Meerssen, Mergelland","Branch Maastricht, Meerssen, Mergelland",Administrative,1,Branch Office,Ward,3,6211 HT,Cortenstraat 7,Cortenstraat 7,MAASTRICHT,MAASTRICHT,,,(31) (70) 4455709,info@rodekruisM3.nl,http://www.rodekruism3.nl,The Netherlands Red Cross,The Netherlands Red Cross,50.846811,5.69212,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Noord-Kennemerland,Branch Noord-Kennemerland,Administrative,1,Branch Office,Ward,3,1823 DL,Hertog Aalbrechtweg 10,Hertog Aalbrechtweg 10,ALKMAAR,ALKMAAR,,,(31) (70) 4455710,evenementenhulp.noord-kennemerland@rodekruis.nl,www.rodekruis.nl/noord-kennemerland,The Netherlands Red Cross,The Netherlands Red Cross,52.6443919,4.7675018,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Noordkop,Branch Noordkop,Administrative,1,Branch Office,Ward,3,1782 TA,Bankastraat 27,Bankastraat 27,DEN HELDER,DEN HELDER,,,(31) (70) 4455711,secretaris.noordkop@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.9583694,4.7496693,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Ouder Amstel,Branch Ouder Amstel,Administrative,1,Branch Office,Ward,3,1115 GP,In de Korenmolen 30,In de Korenmolen 30,DUIVENDRECHT,DUIVENDRECHT,,,(31) (70) 4455712,vvanderdoes@hotmail.com,http://www.rodekruis.nl/ouder-amstel,The Netherlands Red Cross,The Netherlands Red Cross,52.3310155,4.9422962,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Rhenen,Branch Rhenen,Administrative,1,Branch Office,Ward,3,3911 LD,Kerkstraat 1,Kerkstraat 1,RHENEN,RHENEN,,,(31) (70) 4455713,hulpverlening@rodekruisrhenen.nl,http://www.rodekruisrhenen.nl,The Netherlands Red Cross,The Netherlands Red Cross,51.9570295,5.5652263,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Sittard e.o.,Branch Sittard e.o.,Administrative,1,Branch Office,Ward,3,6136 HM,Hemelsley 20,Hemelsley 20,SITTARD,SITTARD,,,(31) (70) 4455714,info.sittard@rodekruis.nl,https://www.rodekruis.nl/zuid-limburg/over-ons/sittard/,The Netherlands Red Cross,The Netherlands Red Cross,51.0047685,5.8790188,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Texel,Branch Texel,Administrative,1,Branch Office,Ward,3,1791 GN,Jonkerstraat 13,Jonkerstraat 13,DEN BURG,DEN BURG,,,(31) (70) 4455715,rvandersande@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,53.0560031,4.7920095,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Uithoorn,Branch Uithoorn,Administrative,1,Branch Office,Ward,3,1422 CX,Achterberglaan 63,Achterberglaan 63,UITHOORN,UITHOORN,,,(31) (70) 4455716,ag.nyland@planet.nl,http://www.rodekruis.nl/uithoorn,The Netherlands Red Cross,The Netherlands Red Cross,52.2452468,4.8323609,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Utrecht,Branch Utrecht,Administrative,1,Branch Office,Ward,3,3582 GE,Koningsweg 2,Koningsweg 2,UTRECHT,UTRECHT,,,(31) (70) 4455717,info.utrecht@rodekruis.nl,http://www.rodekruis.nl/utrecht,The Netherlands Red Cross,The Netherlands Red Cross,52.0780485,5.1334263,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Utrechtse Heuvelrug,Branch Utrechtse Heuvelrug,Administrative,1,Branch Office,Ward,3,3972 GM,Dennenhorst 22,Dennenhorst 22,DRIEBERGEN-RIJSENBURG,DRIEBERGEN-RIJSENBURG,,,(31) (70) 4455718,utrechtseheuvelrug@rodekruis.nl,http://www.rodekruis.nl/utrechtseheuvelrug,The Netherlands Red Cross,The Netherlands Red Cross,52.0475307,5.2907549,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Valkenburg aan de Geul/Nuth,Branch Valkenburg aan de Geul/Nuth,Administrative,1,Branch Office,Ward,3,6301 HM,Bosstraat 5,Bosstraat 5,VALKENBURG LB,VALKENBURG LB,,,(31) (70) 4455719,relshout@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,50.8717929,5.8233347,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Veenendaal,Branch Veenendaal,Administrative,1,Branch Office,Ward,3,3901 ER,De Sterke Arm 10,De Sterke Arm 10,VEENENDAAL,VEENENDAAL,,,(31) (70) 4455720,info.veenendaal@rodekruis.nl,http://www.rodekruis.nl/veenendaal/,The Netherlands Red Cross,The Netherlands Red Cross,52.0220626,5.5563065,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Vijfheerenlanden,Branch Vijfheerenlanden,Administrative,1,Branch Office,Ward,3,4121 EC,Bingse Boogaard 47,Bingse Boogaard 47,EVERDINGEN,EVERDINGEN,,,(31) (70) 4455721,info.vijfheerenlanden@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,51.9637516,5.1556423,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling West-Friesland,Branch West-Friesland,Administrative,1,Branch Office,Ward,3,1624 XG,Vredehofstraat 9,Vredehofstraat 9,HOORN NH,HOORN NH,,,(31) (70) 4455722,helpdesknhn@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.6507454,5.0596737,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Zaanstreek-Waterland,Branch Zaanstreek-Waterland,Administrative,1,Branch Office,Ward,3,1441 RT,Waterlandlaan 101,Waterlandlaan 101,PURMEREND,PURMEREND,,,(31) (70) 4455723,frontoffice.districtnhn@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.503141,4.961024,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Zeist,Branch Zeist,Administrative,1,Branch Office,Ward,3,3704 ET,Kwartellaan 13,Kwartellaan 13,ZEIST,ZEIST,,,(31) (70) 4455724,ssc.districtutrecht@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.092394,5.2134048,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Afdeling Zuid-Kennemerland,Branch Zuid-Kennemerland,Administrative,1,Branch Office,Ward,3,2025 TK,Vergierdeweg 52,Vergierdeweg 52,HAARLEM,HAARLEM,,,(31) (70) 4455725,supportkennemerland@redcross.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,52.4144633,4.6521705,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
Locatie Achterhoek Oost,Location Achterhoek Oost,Administrative,1,Branch Office,Ward,3,7101 DX,Gasthuisstraat 78,Gasthuisstraat 78,WINTERSWIJK,WINTERSWIJK,,,(31) (70) 4455726,evenementenhulp.achterhoekoost@rodekruis.nl,https://www.rodekruis.nl/,The Netherlands Red Cross,The Netherlands Red Cross,51.9734838,6.7153659,NLD,Netherlands,The Netherlands Red Cross,,,7-Feb-24,Yes,Yes
