DATA SOURCE ID,Focal point email,Focal point phone number,Focal point position,Health facility type,Other facility type,Affilation,Functionality,Primary Health Care Centre,Speciality,Hospital type,Teaching hospital,In-patient Capacity,Maximum Capacity,Isolation rooms wards,Number of isolation rooms,Warehousing,Cold chain,General medical services,Specialized medical beyond primary level,Other Services,Blood Services,Total number of Human Resource,General Practitioner,Specialist,Residents Doctor,Nurse,Dentist,Nursing Aid,Midwife,Other medical health workers,Other Profiles,Feedback,Other Affiliation,Professional Training Facilities,Ambulance Type A,Ambulance Type B,Ambulance Type C,Residential long term care facilities
1343412,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Pharmacies,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,Yes,,,,,0,,,,,,,,No,,,,,,,,
1343425,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,,,,,,,,,No,,,,paramedics_emt,,,,
1343441,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,,,,,,,,,No,,,,paramedics_emt,,,,
1344936,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,,,,,,,,,No,,,,paramedics_emt,,,,
1344960,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A/ SGD,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,,paramedics_emt,,,,
1345163,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Training Facilities,,Red Cross Red Crescent Facility,Partially Functional,,,,,,,,,Yes,No,,,,,,,,,,,,,No,,,,paramedics_emt,,,,
1345247,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,0,0,0,0,0,0,0,0,No,,,,paramedics_emt,,,,
1345295,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,0,0,0,0,0,0,0,0,No,,,,paramedics_emt,,,,
1345622,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,0,0,0,0,0,0,0,0,No,,,,paramedics_emt,,,,
1345644,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,0,0,0,0,0,0,0,0,No,,,,paramedics_emt,,,,
1345652,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,0,0,0,0,0,0,0,0,No,,,,paramedics_emt,,,,
1348059,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,0,0,0,0,0,0,0,0,No,,,,paramedics_emt,,,,
1348060,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,0,0,0,0,0,0,0,0,No,,,,paramedics_emt,,,,
1348061,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,0,0,0,0,0,0,0,0,No,,,,paramedics_emt,,,,
1348074,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,0,0,0,0,0,0,0,0,No,,,,paramedics_emt,,,,
1348080,kerivas.sin@cruzrojamexicana.org.mx,6673909072,Referente Estatal de la Unidad de PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,4,0,0,0,4,0,0,0,No,,,,nurses,,,,
1348214,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Pharmacies,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,Yes,,,,,2,,,,2,,,,No,,,,,,,,
1348216,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,,paramedics_emt,,,,
1348218,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,,nurses,,,,
1348836,zolague.nay@cuzrojamexicana.org.mx,3111395686,Referente PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,5,1,,,1,,,,No,,,,paramedics_emt,,,,
1348835,zolague.nay@cruzrojamexicana.org.mx,3111395686,Referente PMER+A,Pharmacies,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,6,,,,1,,,,No,,,,,,,,
1356903,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,,,,,,,,,,,,,paramedics_emt,,,,
1356706,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Pharmacies,,Red Cross Red Crescent Facility,Partially Functional,,,,,,,,,No,No,,,,,,,,,,,,,No,,,,,,,,
1357326,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,53,,,,53,,,,No,,,,nurses,,,,
1359052,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,8,1,,,7,,,,,,,,,,2,,
1359946,hgomez.chis@cruzrojamexicana.org.mx,9612464098,Referente Estatal de PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,107,,,,,,,,,,,,paramedics_emt,,,,
1365394,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,,,,,,,,,,,,,paramedics_emt,,,,
1379944,LRAMOS.QR@CRUZROJAMEXICANA.ORG.MX,9982009661,REFERENTE PMER,Pharmacies,,Private Facility,Fully Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400072,rramirez.col@cruzrojamexicana.org.mx,3121316934,SGD,Pharmacies,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,5,5,0,0,5,0,0,0,No,,,,,,,,
1400203,rramirez.col@cruzrojamexicana.org.mx,3121316934,SGD,Pharmacies,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,6,0,0,0,0,,0,0,No,,,,,,,,
1401219,LRAMOS.QR@CRUZROJAMEXICANA.ORG.MX,9982009661,REFERENTE PMER,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,10,7,2,3,10,2,0,0,No,,,,paramedics_emt,,,,
1405121,rramirez.col@cruzrojamexicana.org.mx,3121316934,DSG,Pharmacies,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,5,0,0,0,0,0,0,0,No,,,,,,,,
1421802,fcastro.chih@cruzrojamexicana.org.mx,6143628888,COMISIONADO DSN – REFERENTE PMER+A.,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,No,,,,,,2,,
1421855,fcastro.chih@cruzrojamexicana.org.mx,6143628888,COMISIONADO DSN – REFERENTE PMER+A.,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,No,,,,,,3,,
1421810,fcastro.chih@cruzrojamexicana.org.mx,6143628888,COMISIONADO DSN – REFERENTE PMER+A.,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,No,,,,,,5,,
1421890,fcastro.chih@cruzrojamexicana.org.mx,6143628888,COMISIONADO DSN – REFERENTE PMER+A.,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,No,,,,,,3,,
1421983,fcastro.chih@cruzrojamexicana.org.mx,6143628888,COMISIONADO DSN – REFERENTE PMER+A.,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,Yes,,,,,31,0,0,0,0,0,0,0,No,,,,nurses,,,,
1422077,fcastro.chih@cruzrojamexicana.org.mx,6143628888,COMISIONADO DSN – REFERENTE PMER+A.,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,23,0,0,0,0,0,0,0,No,,,,,,10,,
1422214,fcastro.chih@cruzrojamexicana.org.mx,6143628888,CHIHUAHUA,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,9,,,,,,,,No,,,,,,2,,
1422704,fcastro.chih@cruzrojamexicana.org.mx,6143628888,CHIHUAHUA,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,14,,,,,,,,No,,,,,,5,,
1422833,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,3,,,,,,,,No,,,,,,3,,
1422841,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,14,,,,,,,,No,,,,,,4,,
1422844,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,16,,,,,,,,No,,,,,,4,,
1422842,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,3,,
1422853,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,1,,
1422852,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,2,,
1424019,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,8,0,0,0,0,0,0,0,No,,,,,,4,,
1424385,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,4,,
1424389,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,2,,
1424391,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,2,,
1424397,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,10,,,,,,,,No,,,,,,3,,
1424401,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,2,,
1424402,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIUAHUA, CHIH.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,3,,
1424405,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,6,,,,,,,,No,,,,,,2,,
1424016,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,No,,,,,,4,,
1425416,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,2,,
1424445,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,2,,
1424446,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,2,,
1424509,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,1,,
1424510,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,1,,
1424702,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,2,,
1424729,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,4,,
1424755,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,2,,
1424806,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,2,,
1424335,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,1,,
1425965,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,4,,,,,,,,No,,,,,,3,,
1425970,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,Yes,,,,,42,,,,,,,,No,,,,paramedics_emt,,,,
1425969,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH",Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,Yes,,,,,27,,,,,,,,No,,,,paramedics_emt,,,,
1425973,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,Yes,,,,,5,,,,,,,,No,,,,paramedics_emt,,,,
1425974,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,Yes,,,,,35,,,,,,,,No,,,,paramedics_emt,,,,
1425975,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,Yes,,,,,5,,,,,,,,No,,,,paramedics_emt,,,,
1425977,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,Yes,,,,,10,,,,,,,,No,,,,paramedics_emt,,,,
1425978,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH.",Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,No,No,,,,,3,,,,,,,,No,,,,paramedics_emt,,,,
1425972,fcastro.chih@cruzrojamexicana.org.mx,6143628888,"CHIHUAHUA, CHIH",Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,Yes,,,,,16,,,,,,,,No,,,,paramedics_emt,,,,
1426186,lenriquez.tab@cruzrojamexicana.org.mx,9933833684,Referente Estatal PMER+A,Training Facilities,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,Yes,No,,,,,5,0,0,0,0,0,0,0,No,,,,paramedics_emt,,,,
1426188,lenriquez.tab@cruzrojamexicana.org.mx,9933833684,Refrente Estatal PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,No,,,,,,5,,
1426189,lenriquez.tab@cruzrojamexicana.org.mx,9933833684,Refrente Estatal PMER+A,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,No,,,,,,2,,
1507222,jrobledo.slp@cruzrojamexicana.org.mx,4443820056,Coordinador Médico,Ambulance Station,,Red Cross Red Crescent Facility,Fully Functional,,,,,,,,,,,,,,,42,1,,,4,,,,,,,,,,7,,
1507366,jrobledo.slp@cruzrojamexicana.org.mx,4448390356,Coordinación Médica,Ambulance Station,,Red Cross Red Crescent Facility,Partially Functional,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,2,,
1298241,agonzalez.yuc@cruzrojamexicana.org.mx,5.3E+11,ADMINISTRADOR,Specialized Services,,Other,No Information,,Cancer,,,Yes,,Yes,,,,minor_trauma,gynaecology_obstetrics other,ONCOLOGY AND GENERAL SURGERY,blood_transfusion,6,1,5,0,9,0,0,0,No,,,RED CROSS MANAGES IT BUT THE GOVERMENT OWNS THE INSTALATIONS,,,,,
1312493,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Primary Health Care Centre,,Red Cross Red Crescent Facility,Partially Functional,Medical Practices,,,,No,,,,No,No,outpatient_services,dentistry_and_oral_surgery mental_health rehabilitation other,Podólogo,none,5,1,4,,,,,,No,,,,,,,,
1336515,jgonzalez.dgo@cruzrojamexicana.org.mx,+52 6188035308,Referente Estatal de PMER+A,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,Yes,No,outpatient_services basic_lab_services,emergency_pre_hospital_care laboratory_services_advanced other,Psicologia y Nutrición,none,10,1,2,,1,,,,Yes,[List],,,,,,,
1341270,ngonzalez.mich@cruzrojamexicana.org.mx,4432799546,Referente PMER+A,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,Yes,No,basic_life_support basic_lab_services,dentistry_and_oral_surgery emergency_pre_hospital_care mental_health orthopaedics paediatrics radiology rehabilitation other,Urología,none,47,6,7,5,7,22,,,,,,,,,,,
1341704,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,Yes,No,outpatient_services,laboratory_services_advanced radiology other,Traumatología,none,5,4,1,,,,,,,,,,,,,,
1341720,ngonzalez.mich@cruzrojamexicana.org.mx,4432799546,Referente PMER+A,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,Yes,No,basic_lab_services,dentistry_and_oral_surgery mental_health other,Optometria,none,4,1,1,,,1,,,Yes,[List],,,,,,,
1343354,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,Yes,Yes,outpatient_services minor_trauma basic_life_support basic_lab_services,other,Medina General y Nutrición,none,10,10,,,,,,,Yes,,,,,,,,
1343355,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,Yes,No,outpatient_services,mental_health orthopaedics other,Podología,none,6,3,3,,,,,,,,,,,,,,
1343407,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,Yes,No,outpatient_services,internal_medicine gynaecology_obstetrics other,"Podólogo, Urólogo y Neurólogo",none,12,6,6,,,,,,,,,,,,,,
1348117,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,Yes,Yes,outpatient_services,emergency_pre_hospital_care gynaecology_obstetrics paediatrics radiology other,Medicina General,none,17,17,,,,,,,,,,,,,,,
1365387,mcastillo.coah@cruzrojamexicana.org.mx,8446745780,Referente Estatal,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,No,No,none,other,Medicina General,none,12,,,,12,,,,No,,,,,,,,
1427467,lhoyos.tlax@cruzrojamexicana.org.mx,2225646227,Comisionado Estatal del Desarrollo de la Sociedad Nacional en Tlaxcala,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,No,No,none,other,Medicina General,none,1,1,0,0,0,0,0,0,No,,,,,,,,
1427493,lhoyos.tlax@cruzrojamexicana.org.mx,2225646227,Comisionado Estatal del Desarrollo de la Sociedad Nacional en Tlaxcala,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,No,No,none,other,Medicina General,none,1,1,0,0,0,0,0,0,No,,,,,,,,
1427499,lhoyos.tlax@cruzrojamexicana.org.mx,2225646227,Comisionado Estatal del Desarrollo de la Sociedad Nacional en Tlaxcala,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,No,No,none,other,Medicina General,none,1,1,0,0,0,0,0,0,No,,,,,,,,
1427641,lhoyos.tlax@cruzrojamexicana.org.mx,2225646227,COMISIONADO ESTATAL DEL DESARROLLO DE LA SOCIEDAD NACIONAL,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,No,No,none,other,Medicina General,none,1,1,0,0,0,0,0,0,,,,,,,,,
1320441,avazquezdelmercado.jal@cruzrojamexicana.org.mx,3317162194,Subcoordinadora Estatal de Servicios Médicos,Other,Primer Nivel de Atención,Private Facility,Fully Functional,,,,,Yes,,No,,,,outpatient_services basic_life_support,none,,none,24,10,0,0,1,0,0,0,Yes,[List],,,,,,,
1312341,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER +A/ SGD,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,Yes,No,outpatient_services basic_life_support,dentistry_and_oral_surgery laboratory_services_advanced mental_health radiology rehabilitation,,none,11,1,4,0,1,1,4,0,No,,,,,,,,
1312398,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A /SGD,Primary Health Care Centre,,Red Cross Red Crescent Facility,Partially Functional,Medical Practices,,,,No,,,,Yes,No,outpatient_services,none,,none,1,1,,,,,,,No,,,,,,,,
1312845,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Primary Health Care Centre,,Red Cross Red Crescent Facility,Partially Functional,Medical Practices,,,,No,,,,No,No,outpatient_services,none,,none,1,1,,,,,,,No,,,,,,,,
1315729,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,No,No,outpatient_services,malnutrition_services mental_health rehabilitation,,none,5,2,3,,,,,,,,,,,,,,
1315730,mvillasenor.gto@cruzrojamexicana.org.mx,52-477-637-6503,PMER,Other,Consultorio,Red Cross Red Crescent Facility,Fully Functional,,,,,No,,,,No,No,none,none,,none,,,,,,,,,No,,,,,,,,
1320127,ajcabrera.mex@cruzrojamexicana.org.mx,7225913374,Referente Estatal de PMER+A / SGD,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,Yes,No,outpatient_services basic_life_support basic_lab_services,mental_health orthopaedics research,,none,13,11,2,,,,,,No,,,,,,,,
1320184,avazquezdelmercado.jal@cruzrojamexicana.org.mx,3317162194,Subcoordinadora Estatal de Servicios Médicos,Other,Primer nivel de atención y servicio de Urgencias,Red Cross Red Crescent Facility,Partially Functional,,,,,No,,,,Yes,No,outpatient_services basic_life_support,none,,none,16,1,0,0,4,0,0,0,Yes,[List],,,,,,,
1320384,jgonzalez.dgo@cruzrojamexicana.org.mx,+52 6188035308,Referente Estatal de PMER+A,Primary Health Care Centre,,Red Cross Red Crescent Facility,Fully Functional,Medical Practices,,,,No,,,,Yes,No,outpatient_services basic_life_support basic_lab_services,dentistry_and_oral_surgery emergency_pre_hospital_care laboratory_services_advanced radiology,,none,17,3,3,0,3,1,0,0,Yes,[List],,,,,,,
1320449,avazquezdelmercado.jal@cruzrojamexicana.org.mx,3317162194,Subcoordinadora Estatal de Servicios Médicos,Other,Primer Nivel de Atención,Red Cross Red Crescent Facility,Fully Functional,,,,,No,,,,Yes,No,outpatient_services basic_life_support,none,,none,22,1,0,0,3,0,0,0,Yes,[List],,,,,,,
1320456,avazquezdelmercado.jal@cruzrojamexicana.org.mx,3317162194,Subcoordinadora Estatal de Servicios Médicos,Other,Primer Nivel de Atención,Red Cross Red Crescent Facility,Fully Functional,,,,,No,,,,No,No,none,none,,none,21,2,0,0,6,0,0,0,Yes,[List],,,,,,,
