NAME_LOC,NAME_EN,TYPE,TYPECODE,SUBTYPE,LEVEL,LEVELCODE,POSTCODE,ADDRESS_LOC,ADDRESS_EN,CITY_LOC,CITY_EN,FOCAL_PERSON_LOC,FOCAL_PERSON_EN,TELEPHONE,EMAIL,WEBSITE,SOURCE_EN,SOURCE_LOC,LATITUDE,LONGITUDE,ISO3,COUNTRY,NATIONAL_SOCIETY,GOLOCALUNITID,NSLOCALUNITID,DATEOFUPDATE,VALIDATED,PUBLICVIEW
Bulwick Barns International WH,Bulwick Barns International WH,Emergency Response,3,Warehouse/Industrial,Head Office,,NN17 3DY,"The Former Grain Store, Bulwick Barns,Bulwick, Corby","The Former Grain Store, Bulwick Barns,Bulwick, Corby",Northamptonshire,Northamptonshire,,,407 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,52.536828,-0.581221,GBR,United Kingdom,British Red Cross,,003549,7-Sep-23,Yes,Yes
Burnley,Burnley,Other,6,Shop,Head Office,,BB11 1PP,"Ground, 1st & 2nd flr, 119 St James Street, Burnley","Ground, 1st & 2nd flr, 119 St James Street, Burnley",Lancashire,Lancashire,,,408 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,53.789855,-2.246164,GBR,United Kingdom,British Red Cross,,001508,7-Sep-23,Yes,Yes
Caernarfon,Caernarfon,Other,6,Shop,Head Office,,LL55 2NE,"15 Castle Square, Caernarfon","15 Castle Square, Caernarfon",Gwynedd,Gwynedd,,,409 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,53.139636,-4.273877,GBR,United Kingdom,British Red Cross,,001408,7-Sep-23,Yes,Yes
Cambridge,Cambridge,Other,6,Shop,Head Office,,CB1 1DG,"26 Burleigh Street, Cambridge","26 Burleigh Street, Cambridge",Cambridgeshire,Cambridgeshire,,,410 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,52.206001,0.13311,GBR,United Kingdom,British Red Cross,,000874,7-Sep-23,Yes,Yes
Cambridge furniture shop,Cambridge furniture shop,Other,6,Shop,Head Office,,CB1 1DJ,"46 Burleigh Street, Cambridge","46 Burleigh Street, Cambridge",Cambridgeshire,Cambridgeshire,,,411 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,52.205718,0.133025,GBR,United Kingdom,British Red Cross,,003309,7-Sep-23,Yes,Yes
Cambridge office,Cambridge office,Administrative,1,Office,Provincial,1,CB5 8PB,"Lothbury House, Technopark,Newmarket Road, Cambridge","Lothbury House, Technopark,Newmarket Road, Cambridge",Cambridgeshire,Cambridgeshire,,,412 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,52.212947,0.164432,GBR,United Kingdom,British Red Cross,,003793,7-Sep-23,Yes,Yes
"Camp Hill, Birmingham","Camp Hill, Birmingham",Administrative,1,Office,Provincial,1,B12 0ER,"Bradbury House, 7 Lowe Street,Camp Hill, Birmingham","Bradbury House, 7 Lowe Street,Camp Hill, Birmingham",West Midlands,West Midlands,,,413 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,52.469892,-1.8793,GBR,United Kingdom,British Red Cross,,001500,7-Sep-23,Yes,Yes
Campbeltown shop,Campbeltown shop,Other,6,Shop,Head Office,,PA28 6BU,"20 Hall Street, Campbeltown","20 Hall Street, Campbeltown",Argyll,Argyll,,,414 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,55.424169,-5.603502,GBR,United Kingdom,British Red Cross,,003173,7-Sep-23,Yes,Yes
Campbeltown storage,Campbeltown storage,Other,6,Shop,Head Office,,PA28 6BU,"22 Hall Street, Campbeltown","22 Hall Street, Campbeltown",Argyll,Argyll,,,415 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,55.424169,-5.603502,GBR,United Kingdom,British Red Cross,,001417,7-Sep-23,Yes,Yes
Canary Wharf RCT,Canary Wharf RCT,Administrative,1,Office,Provincial,1,E14 9NN,"Suite 2, 5th Floor City Reach, 5 Greenwich View Place,Millharbour, Isle of Dogs, London","Suite 2, 5th Floor City Reach, 5 Greenwich View Place,Millharbour, Isle of Dogs, London",London,London,,,416 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.494693,-0.018368,GBR,United Kingdom,British Red Cross,,003756,7-Sep-23,Yes,Yes
Canterbury,Canterbury,Emergency Response,3,Hall,Head Office,,CT1 1UF,"Bradbury House, 2 Lower Chantry Lane, Canterbury","Bradbury House, 2 Lower Chantry Lane, Canterbury",Kent,Kent,,,417 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.275917,1.087581,GBR,United Kingdom,British Red Cross,,000258,7-Sep-23,Yes,Yes
Canterbury,Canterbury,Other,6,Shop,Head Office,,CT1 2HG,"10A Burgate, Canterbury","10A Burgate, Canterbury",Kent,Kent,,,418 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.27852,1.083367,GBR,United Kingdom,British Red Cross,,001588,7-Sep-23,Yes,Yes
Cardiff Albany Road,Cardiff Albany Road,Other,6,Shop,Head Office,,CF24 3RS,"70 Albany Road, Cardiff","70 Albany Road, Cardiff",Glamorgan,Glamorgan,,,419 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.493723,-3.166376,GBR,United Kingdom,British Red Cross,,003218,7-Sep-23,Yes,Yes
Cardiff FRIS,Cardiff FRIS,Administrative,1,Office,Provincial,1,CF15 7NE,"Two Rooms, Oasis Cardiff, 69b Splott Street, Cardiff","Two Rooms, Oasis Cardiff, 69b Splott Street, Cardiff",Glamorgan,Glamorgan,,,420 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.529084,-3.238822,GBR,United Kingdom,British Red Cross,,003733,7-Sep-23,Yes,Yes
Cardiff office,Cardiff office,Administrative,1,Office,Provincial,1,CF15 7NE,"9 Village Way, Greenmeadow Springs Bus Park,Tongwynlais, Cardiff","9 Village Way, Greenmeadow Springs Bus Park,Tongwynlais, Cardiff",,,,,421 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.529084,-3.238822,GBR,United Kingdom,British Red Cross,,003596,7-Sep-23,Yes,Yes
Cardigan office,Cardigan office,Emergency Response,3,Warehouse/Industrial,Head Office,,SA43 1EW,"Unit 20, Parc Teifi Business Park, Cardigan","Unit 20, Parc Teifi Business Park, Cardigan",Ceredigion,Ceredigion,,,422 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,52.084739,-4.648665,GBR,United Kingdom,British Red Cross,,003165,7-Sep-23,Yes,Yes
Cardigan shop,Cardigan shop,Other,6,Shop,Head Office,,SA43 1HQ,"Shirehall, Cardigan","Shirehall, Cardigan",Ceredigion,Ceredigion,,,423 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,52.082071,-4.661447,GBR,United Kingdom,British Red Cross,,003602,7-Sep-23,Yes,Yes
Carlisle MAS hub,Carlisle MAS hub,Emergency Response,3,Warehouse/Industrial,Head Office,,CA2 7AF,"Unit 1A, Port Road Business Park, Carlisle","Unit 1A, Port Road Business Park, Carlisle",Cumbria,Cumbria,,,424 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,54.896817,-2.953437,GBR,United Kingdom,British Red Cross,,003609,7-Sep-23,Yes,Yes
Carmarthen,Carmarthen,Other,6,Shop,Head Office,,SA31 1BD,"9a King Street, Carmarthen","9a King Street, Carmarthen",Carmarthenshire,Carmarthenshire,,,425 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.856758,-4.30554,GBR,United Kingdom,British Red Cross,,001327,7-Sep-23,Yes,Yes
CES Nottingham,CES Nottingham,Administrative,1,Office,Provincial,1,NG8 4GP,"Units 1 - 5 Middleton Court, Glaisdale Parkway, Nottingham","Units 1 - 5 Middleton Court, Glaisdale Parkway, Nottingham",Nottinghamshire,Nottinghamshire,,,426 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,52.958695,-1.227401,GBR,United Kingdom,British Red Cross,,003292,7-Sep-23,Yes,Yes
CES Ollerton,CES Ollerton,Emergency Response,3,Warehouse/Industrial,Head Office,,NG22 9QW,"Unit 6, Eco Court, Latimer Way, Sherwood Energy Village,Ollerton, Ollerton","Unit 6, Eco Court, Latimer Way, Sherwood Energy Village,Ollerton, Ollerton",Nottinghamshire,Nottinghamshire,,,427 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,53.200984,-1.012316,GBR,United Kingdom,British Red Cross,,003068,7-Sep-23,Yes,Yes
Chalfont- St- Peter,Chalfont- St- Peter,Other,6,Shop,Head Office,,SL9 9EA,"11 Market Place, Chalfont St Peter","11 Market Place, Chalfont St Peter",Buckinghamshire,Buckinghamshire,,,428 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.606841,-0.55871,GBR,United Kingdom,British Red Cross,,000886,7-Sep-23,Yes,Yes
Chelmsford office,Chelmsford office,Administrative,1,Office,Provincial,1,CM2 9AB,"202 New London Road, Chelmsford","202 New London Road, Chelmsford",Essex,Essex,,,429 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.724586,0.461457,GBR,United Kingdom,British Red Cross,,003640,7-Sep-23,Yes,Yes
Cheltenham Bookshop,Cheltenham Bookshop,Other,6,Shop,Head Office,,GL53 7NE,"200 Bath Road, Cheltenham","200 Bath Road, Cheltenham",Gloucestershire,Gloucestershire,,,430 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.888879,-2.079331,GBR,United Kingdom,British Red Cross,,000793,7-Sep-23,Yes,Yes
Cheltenham Clothing,Cheltenham Clothing,Other,6,Shop,Head Office,,GL53 7NE,"198 Bath Road, Cheltenham","198 Bath Road, Cheltenham",Gloucestershire,Gloucestershire,,,431 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.888879,-2.079331,GBR,United Kingdom,British Red Cross,,001608,7-Sep-23,Yes,Yes
Cheltenham Furniture,Cheltenham Furniture,Other,6,Shop,Head Office,,GL50 2DQ,"14 Suffolk Street, Cheltenham","14 Suffolk Street, Cheltenham",Gloucestershire,Gloucestershire,,,432 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.88866,-2.080501,GBR,United Kingdom,British Red Cross,,003211,7-Sep-23,Yes,Yes
Cheltenham Retail Storage,Cheltenham Retail Storage,Other,6,Garage,Head Office,,GL53 7NR,"6 Exmouth Court, Exmouth Street, Cheltenham","6 Exmouth Court, Exmouth Street, Cheltenham",Gloucestershire,Gloucestershire,,,433 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.888376,-2.078372,GBR,United Kingdom,British Red Cross,,003241,7-Sep-23,Yes,Yes
Chepstow,Chepstow,Other,6,Shop,Head Office,,NP16 5LL,"Unit 1 Tewdric House, 22a Welsh Street, Chepstow","Unit 1 Tewdric House, 22a Welsh Street, Chepstow",Monmouthshire,Monmouthshire,,,434 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.641148,-2.676969,GBR,United Kingdom,British Red Cross,,001612,7-Sep-23,Yes,Yes
Chester RCT,Chester RCT,Emergency Response,3,Miscellaneous,Head Office,,CH1 1QX,"4a Vicars Lane, Springfield Nursery School, Chester","4a Vicars Lane, Springfield Nursery School, Chester",Cheshire,Cheshire,,,435 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,53.190024,-2.885295,GBR,United Kingdom,British Red Cross,,001080,7-Sep-23,Yes,Yes
Chester Shop,Chester Shop,Other,6,Shop,Head Office,,CH1 1HD,"67-69 Forgate Street, Chester","67-69 Forgate Street, Chester",Cheshire,Cheshire,,,436 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,53.191258,-2.887401,GBR,United Kingdom,British Red Cross,,003810,7-Sep-23,Yes,Yes
Chesterfield MAS,Chesterfield MAS,Emergency Response,3,Warehouse/Industrial,Head Office,,S43 2PE,"Unit 15 Ther Clocktower Bus Ct, Staveley Workshops, Works Road,Hollingwood, Chesterfield","Unit 15 Ther Clocktower Bus Ct, Staveley Workshops, Works Road,Hollingwood, Chesterfield",Derbyshire,Derbyshire,,,437 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,53.270174,-1.377036,GBR,United Kingdom,British Red Cross,,003753,7-Sep-23,Yes,Yes
Chichester shop,Chichester shop,Other,6,Shop,Head Office,,PO19 1LB,"36 North Street, Chichester, Chichester","36 North Street, Chichester, Chichester",Sussex,Sussex,,,438 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,50.837356,-0.77904,GBR,United Kingdom,British Red Cross,,003558,7-Sep-23,Yes,Yes
Chippenham,Chippenham,Other,6,Shop,Head Office,,SN15 3HG,"69 Market Place, Chippenham","69 Market Place, Chippenham",Wiltshire,Wiltshire,,,439 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.457992,-2.114231,GBR,United Kingdom,British Red Cross,,001400,7-Sep-23,Yes,Yes
Chorlton Furniture,Chorlton Furniture,Other,6,Shop,Head Office,,M21 9AN,"611 Wilbraham  Road, Chorlton Cum Hardy","611 Wilbraham  Road, Chorlton Cum Hardy",Greater Manchester,Greater Manchester,,,440 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,53.442405,-2.280521,GBR,United Kingdom,British Red Cross,,003208,7-Sep-23,Yes,Yes
Church Stretton,Church Stretton,Other,6,Shop,Head Office,,SY6 6BW,"8 Sandford Avenue, Church Stretton","8 Sandford Avenue, Church Stretton",Shropshire,Shropshire,,,441 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,52.538674,-2.806547,GBR,United Kingdom,British Red Cross,,001958,7-Sep-23,Yes,Yes
Cirencester,Cirencester,Other,6,Shop,Head Office,,GL7 1JN,"44 Cricklade St, 1 Ashcroft Rd, Cirencester","44 Cricklade St, 1 Ashcroft Rd, Cirencester",Gloucestershire,Gloucestershire,,,442 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.714754,-1.96698,GBR,United Kingdom,British Red Cross,,000830,7-Sep-23,Yes,Yes
Cleethorpes Town,Cleethorpes Town,Other,6,Shop,Head Office,,DN35 8HQ,"9 St Peter's Avenue, Cleethorpes","9 St Peter's Avenue, Cleethorpes",Lincolnshire,Lincolnshire,,,443 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,53.560046,-0.032101,GBR,United Kingdom,British Red Cross,,001541,7-Sep-23,Yes,Yes
Cleveleys,Cleveleys,Other,6,Shop,Head Office,,FY5 1BP,"2 Princess Road, Thornton,Cleveleys, Cleveleys","2 Princess Road, Thornton,Cleveleys, Cleveleys",Lancashire,Lancashire,,,444 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,53.878222,-3.044478,GBR,United Kingdom,British Red Cross,,003169,7-Sep-23,Yes,Yes
Colchester MAS,Colchester MAS,Administrative,1,Office,Provincial,1,CO2 8RW,"The Large Office, Abbots Community Hall,39 Ladbrook Drive, Colchester","The Large Office, Abbots Community Hall,39 Ladbrook Drive, Colchester",Essex,Essex,,,445 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.873053,0.910233,GBR,United Kingdom,British Red Cross,,003446,7-Sep-23,Yes,Yes
Coleraine,Coleraine,Other,6,Shop,Head Office,,BT52 1PW,"Unit 1, Springvale House, 25 Railway Road, Coleraine","Unit 1, Springvale House, 25 Railway Road, Coleraine",Coleraine,Coleraine,,,446 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,55.132151,-6.667094,GBR,United Kingdom,British Red Cross,,001437,7-Sep-23,Yes,Yes
Coleraine MAS,Coleraine MAS,Emergency Response,3,Hall,Head Office,,BT52 1PQ,"2 Railway Place, Coleraine","2 Railway Place, Coleraine",Coleraine,Coleraine,,,447 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,55.133824,-6.663181,GBR,United Kingdom,British Red Cross,,001811,7-Sep-23,Yes,Yes
Corsham,Corsham,Other,6,Shop,Head Office,,SN13 0HL,"Unit 21 The Precinct, Martingate Centre, Corsham","Unit 21 The Precinct, Martingate Centre, Corsham",Wiltshire,Wiltshire,,,448 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.431887,-2.186276,GBR,United Kingdom,British Red Cross,,001498,7-Sep-23,Yes,Yes
Corsham Parking Space  5,Corsham Parking Space  5,Other,6,Car Parking,Head Office,,SN13 0HL,"Martingate Centre, Car Parking Space, Corsham","Martingate Centre, Car Parking Space, Corsham",Wiltshire,Wiltshire,,,449 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.431887,-2.186276,GBR,United Kingdom,British Red Cross,,003105,7-Sep-23,Yes,Yes
Cottingham,Cottingham,Other,6,Shop,Head Office,,HU16 4BB,"Unit 4 Ground Floor, 177 Hallgate, Cottingham","Unit 4 Ground Floor, 177 Hallgate, Cottingham",Hull & ER,Hull & ER,,,450 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,53.781916,-0.415674,GBR,United Kingdom,British Red Cross,,000880,7-Sep-23,Yes,Yes
Coventry,Coventry,Administrative,1,Office,Provincial,1,CV3 4LB,"Bradbury House, Wheler Road,Seven Stars Industrial Estate, Coventry","Bradbury House, Wheler Road,Seven Stars Industrial Estate, Coventry",West Midlands,West Midlands,,,451 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,52.394186,-1.481942,GBR,United Kingdom,British Red Cross,,001844,7-Sep-23,Yes,Yes
Cranleigh shop,Cranleigh shop,Other,6,Shop,Head Office,,GU6 8RG,"4 Stocklund Square, 170 High Street, Cranleigh","4 Stocklund Square, 170 High Street, Cranleigh",Surrey,Surrey,,,452 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.141682,-0.492588,GBR,United Kingdom,British Red Cross,,003507,7-Sep-23,Yes,Yes
Crawley MAS hub,Crawley MAS hub,Emergency Response,3,Warehouse/Industrial,Head Office,,RH10 9NN,"Unit 2 B The Fleming Centre, Fleming Way, Crawley","Unit 2 B The Fleming Centre, Fleming Way, Crawley",Sussex,Sussex,,,453 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.136289,-0.179541,GBR,United Kingdom,British Red Cross,,003589,7-Sep-23,Yes,Yes
Crediton,Crediton,Other,6,Shop,Head Office,,EX17 3LQ,"Unit 1, Crediton","Unit 1, Crediton",Devon,Devon,,,454 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,50.790838,-3.65879,GBR,United Kingdom,British Red Cross,,001347,7-Sep-23,Yes,Yes
Crewkerne,Crewkerne,Other,6,Shop,Head Office,,TA18 7JS,"Units 3&4 Falkland Sq, Crewkerne","Units 3&4 Falkland Sq, Crewkerne",Somerset,Somerset,,,455 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,50.883881,-2.795231,GBR,United Kingdom,British Red Cross,,000951,7-Sep-23,Yes,Yes
Crickhowell,Crickhowell,Other,6,Shop,Head Office,,NP8 1BW,"High Street (& Standard St), Crickhowell","High Street (& Standard St), Crickhowell",Powys,Powys,,,456 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.859537,-3.137101,GBR,United Kingdom,British Red Cross,,000940,7-Sep-23,Yes,Yes
Croydon Hospital,Croydon Hospital,Emergency Response,3,Miscellaneous,Head Office,,CR7 7YE,"CUH/16/00/003 and 004, Woodcroft Wing,Croydon Health Service NHS Tst, Croydon","CUH/16/00/003 and 004, Woodcroft Wing,Croydon Health Service NHS Tst, Croydon",London,London,,,457 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.389128,-0.108758,GBR,United Kingdom,British Red Cross,,003779,7-Sep-23,Yes,Yes
Cupar,Cupar,Other,6,Shop,Head Office,,KY15 4LD,"36 Bonnygate, Cupar","36 Bonnygate, Cupar",Fife,Fife,,,458 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,56.319228,-3.013601,GBR,United Kingdom,British Red Cross,,001496,7-Sep-23,Yes,Yes
"Cwmdare, Aberdare (Land only)","Cwmdare, Aberdare (Land only)",Emergency Response,3,Ground/Land,Head Office,,CF44  8TW,"Red Cross Hall, Cwmdare Road, Aberdare","Red Cross Hall, Cwmdare Road, Aberdare",Glamorgan,Glamorgan,,,459 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.721425,-3.473327,GBR,United Kingdom,British Red Cross,,000481,7-Sep-23,Yes,Yes
Dalkeith IL/CR,Dalkeith IL/CR,Administrative,1,Office,Provincial,1,EH22 5TA,"Unit 3, Buckie House, McSense Business Park,32 Sycamore Road, Mayfield, Dalkeith","Unit 3, Buckie House, McSense Business Park,32 Sycamore Road, Mayfield, Dalkeith",East & Midlothian,East & Midlothian,,,460 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,55.870565,-3.040826,GBR,United Kingdom,British Red Cross,,003724,7-Sep-23,Yes,Yes
Daventry,Daventry,Other,6,Shop,Head Office,,NN11 4HU,"84 High Street, Daventry","84 High Street, Daventry",Northamptonshire,Northamptonshire,,,461 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,52.257994,-1.16279,GBR,United Kingdom,British Red Cross,,001445,7-Sep-23,Yes,Yes
Dawlish,Dawlish,Other,6,Shop,Head Office,,EX7 9PT,"35 The Strand, Dawlish","35 The Strand, Dawlish",Devon,Devon,,,462 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,50.58134,-3.470334,GBR,United Kingdom,British Red Cross,,001072,7-Sep-23,Yes,Yes
Deal shop,Deal shop,Other,6,Shop,Head Office,,CT14 6HE,"56 High Street, Deal","56 High Street, Deal",Kent,Kent,,,463 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,51.223831,1.402987,GBR,United Kingdom,British Red Cross,,003331,7-Sep-23,Yes,Yes
Derby,Derby,Administrative,1,Office,Provincial,1,DE1 2LD,"Castle Ward Industrial Estate, Liversage Street, Derby","Castle Ward Industrial Estate, Liversage Street, Derby",Derbyshire,Derbyshire,,,464 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,52.9193,-1.467942,GBR,United Kingdom,British Red Cross,,000455,7-Sep-23,Yes,Yes
Derby RCT,Derby RCT,Administrative,1,Office,Provincial,1,DE1 2EQ,"Part 1st Floor, Peat House,5 Stuart Street, Derby","Part 1st Floor, Peat House,5 Stuart Street, Derby",Derbyshire,Derbyshire,,,465 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,52.92483,-1.474434,GBR,United Kingdom,British Red Cross,,003254,7-Sep-23,Yes,Yes
Derry Retail Storage Unit,Derry Retail Storage Unit,Other,6,Miscellaneous,Head Office,,BT47 6UQ,"Unit 39, Ustore Depot, 15A Carrakeel Drive,Maydown, Derry","Unit 39, Ustore Depot, 15A Carrakeel Drive,Maydown, Derry",Derry,Derry,,,466 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,55.028256,-7.248549,GBR,United Kingdom,British Red Cross,,003709,7-Sep-23,Yes,Yes
Dingwall,Dingwall,Other,6,Shop,Head Office,,IV15 9RU,"22 High Street, Dingwall, Dingwall","22 High Street, Dingwall, Dingwall",Ross & Cromarty,Ross & Cromarty,,,467 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,57.595291,-4.428511,GBR,United Kingdom,British Red Cross,,002019,7-Sep-23,Yes,Yes
Diss shop,Diss shop,Other,6,Shop,Head Office,,IP22 4EX,"1-2 Mavery House, Victoria Road, Diss","1-2 Mavery House, Victoria Road, Diss",Norfolk,Norfolk,,,468 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,52.373739,1.109726,GBR,United Kingdom,British Red Cross,,003360,7-Sep-23,Yes,Yes
Dolgellau,Dolgellau,Other,6,Shop,Head Office,,LL40 1AS,"Gwalia House, Bridge Street, Dolgellau","Gwalia House, Bridge Street, Dolgellau",Gwynedd,Gwynedd,,,469 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,52.743463,-3.885591,GBR,United Kingdom,British Red Cross,,001290,7-Sep-23,Yes,Yes
Doncaster,Doncaster,Other,6,Shop,Head Office,,DN1 3NG,"22 Hallgate, Doncaster","22 Hallgate, Doncaster",South Yorkshire,South Yorkshire,,,470 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,53.522389,-1.12936,GBR,United Kingdom,British Red Cross,,001039,7-Sep-23,Yes,Yes
Dorchester UK OPs,Dorchester UK OPs,Administrative,1,Office,Provincial,1,DT1 3EN,"Ground Floor, 7 Crown Square,Poundbury, Dorchester","Ground Floor, 7 Crown Square,Poundbury, Dorchester",Dorset,Dorset,,,471 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,50.71812,-2.460837,GBR,United Kingdom,British Red Cross,,003772,7-Sep-23,Yes,Yes
Douglas,Douglas,Other,6,Shop,Head Office,,IM1 2EX,"19 Castle Street, Douglas","19 Castle Street, Douglas",Isle of Man,Isle of Man,,,472 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,54.153293,-4.480677,GBR,United Kingdom,British Red Cross,,001402,7-Sep-23,Yes,Yes
Downpatrick MAS,Downpatrick MAS,Emergency Response,3,Warehouse/Industrial,Head Office,,BT30 9UP,"Unit 22 Down Business Centre, 46 Belfast Road, DownPatrick","Unit 22 Down Business Centre, 46 Belfast Road, DownPatrick",County Down,County Down,,,473 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,54.345141,-5.73545,GBR,United Kingdom,British Red Cross,,003819,7-Sep-23,Yes,Yes
Droylsden,Droylsden,Other,6,Shop,Head Office,,M43 7AD,"Unit 35, 29 Queens Walk,Droylsden Shopping Centre, Droylsden","Unit 35, 29 Queens Walk,Droylsden Shopping Centre, Droylsden",Greater Manchester,Greater Manchester,,,474 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,53.480054,-2.146256,GBR,United Kingdom,British Red Cross,,001440,7-Sep-23,Yes,Yes
Dundee office,Dundee office,Administrative,1,Office,Provincial,1,DD2 1SW,"Ground Floor Unit B, Gateway East,Gemini Cres Technology Park, Dundee","Ground Floor Unit B, Gateway East,Gemini Cres Technology Park, Dundee",Tayside,Tayside,,,475 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,56.461036,-3.052169,GBR,United Kingdom,British Red Cross,,003600,7-Sep-23,Yes,Yes
"Dundee, Perth Road","Dundee, Perth Road",Other,6,Shop,Head Office,,DD2 1AU,"310-316 Perth Road, Dundee","310-316 Perth Road, Dundee",Dundee,Dundee,,,476 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,56.4562,-2.994595,GBR,United Kingdom,British Red Cross,,001188,7-Sep-23,Yes,Yes
"Dundee, Reform Street","Dundee, Reform Street",Other,6,Shop,Head Office,,DD1 1RG,"18 Reform Street, Dundee","18 Reform Street, Dundee",Dundee,Dundee,,,477 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,56.4608,-2.970844,GBR,United Kingdom,British Red Cross,,003206,7-Sep-23,Yes,Yes
Dunfermline shop,Dunfermline shop,Other,6,Shop,Head Office,,KY11 8JL,"Unit 8, Duloch Park,Turnstone Road, Dunfermline","Unit 8, Duloch Park,Turnstone Road, Dunfermline",Fife,Fife,,,478 871 11 11,,https://www.redcross.org.uk/,British Red Cross,British Red Cross,56.069117,-3.405753,GBR,United Kingdom,British Red Cross,,003561,7-Sep-23,Yes,Yes
